====================================================================
gf180-rcosc post-layout PEX PVT run: extracted_ff_T+085C_V3p0_code0xA3
side        : extracted
run id      : 20260923T152954Z
process     : ff (fets=ff res=res_ff mimcap=mimcap_ff)
temperature : 85 C
supply      : 3 V
trim code   : 0xA3 (163)
transient   : tran 200p 1200n, f = 20 periods / (t[rise=25] - t[rise=5])
wall clock  : 9.3 s
exit status : 0
====================================================================

Note: No compatibility mode selected!


Circuit: ** sch_path: /home/ubuntu/github/gf180-rcosc/.loom/worktrees/issue-61/design/pvt_tb.sch

Doing analysis at TEMP = 85.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
xxdut.\$37__t0                        0.811234
xxdut.\$37__t1                         0.81186
xxdut.vss__t0                      0.000810752
xxdut.vsubs                           0.306341
xxdut.\$9__t0                          1.79653
xxdut.\$8__t0                         0.999325
xxdut.vss__t2                       6.4664e-05
xxdut.\$10__t2                         2.80419
xxdut.t0__t0                                 3
xxdut.\$11__t1                         2.79872
xxdut.\$13__t0                     8.63168e-08
xxdut.t0__t1                                 3
xxdut.vss__t3                      3.33311e-09
xxdut.\$11__t3                         2.79872
xxdut.t1__t0                                 3
xxdut.\$14__t1                          2.7912
xxdut.\$15__t2                      8.6126e-08
xxdut.t1__t2                                 3
xxdut.vss__t13                     3.14228e-09
xxdut.\$14__t3                          2.7912
xxdut.t2__t0                                 0
xxdut.\$16__t1                         2.75459
xxdut.\$17__t2                               3
xxdut.t2__t2                                 0
xxdut.vss__t12                     9.77866e-09
xxdut.\$16__t3                         2.75459
xxdut.t3__t0                                 0
xxdut.\$18__t1                         2.68457
xxdut.\$19__t2                               3
xxdut.t3__t2                                 0
xxdut.vss__t11                     8.97279e-09
xxdut.\$18__t3                         2.68457
xxdut.t4__t0                                 0
xxdut.\$20__t1                         2.54767
xxdut.\$21__t2                               3
xxdut.t4__t2                                 0
xxdut.vss__t14                     7.94029e-09
xxdut.\$20__t3                         2.54767
xxdut.t5__t0                                 3
xxdut.\$22__t1                         2.51605
xxdut.\$23__t2                     8.49206e-08
xxdut.t5__t2                                 3
xxdut.vss__t15                     1.93693e-09
xxdut.\$22__t3                         2.51605
xxdut.t6__t0                                 0
xxdut.\$24__t1                         1.97786
xxdut.\$25__t2                               3
xxdut.t6__t2                                 0
xxdut.vss__t16                     4.06232e-09
xxdut.\$24__t3                         1.97765
xxdut.t7__t0                                 3
xxdut.\$26__t1                         1.93973
xxdut.\$27__t2                     8.30274e-08
xxdut.t7__t2                                 3
xxdut.vss__t17                     4.36487e-11
xxdut.\$30__t0                         1.27644
xxdut.\$26__t3                         1.93893
xxdut.\$29__t0                        0.830409
xxdut.\$31__t0                         1.10055
xxdut.\$7__t1                          1.99965
xxdut.\$29__t1                        0.830519
xxdut.\$32__t2                         1.20209
xxdut.\$30__t2                         1.27843
xxdut.vss__t18                       0.0017317
xxdut.\$42__t0                        0.991144
xxdut.\$42__t1                        0.992125
xxdut.vss__t4                       0.00120117
xxdut.\$33__t1                     1.45375e-06
xxdut.\$42__t2                        0.992125
xxdut.vss__t10                     8.26133e-09
xxdut.\$34__t0                               3
xxdut.\$33__t0                     1.45987e-06
xxdut.vss__t5                      3.20855e-09
xxdut.\$35__t2                     8.50383e-08
xxdut.\$34__t3                               3
xxdut.vss__t19                     2.05453e-09
xxdut.\$26__t4                         1.93799
xxdut.clk__t0                         0.469589
xxdut.vss__t6                       0.00061496
xxdut.\$36__t3                         1.17918
xxdut.\$32__t3                         1.20714
xxdut.vss__t23                      0.00269367
xxdut.\$36__t2                         1.18356
xxdut.clk__t5                         0.469589
xxdut.vss__t20                     6.47792e-05
xxdut.clk__t3                         0.469589
xxdut.\$35__t3                     8.52954e-08
xxdut.vss__t21                     6.95219e-09
xxdut.clk__t4                         0.469128
xxdut.\$36__t4                         1.18363
xxdut.vss__t22                      0.00232305
xxdut.\$9__t12                         1.79651
xxdut.\$37__t3                         0.81186
xxdut.\$1__t1                         0.228194
xxdut.\$1__t8                         0.228191
xxdut.\$37__t4                         0.81186
xxdut.\$9__t13                         1.79651
xxdut.\$9__t11                         1.79651
xxdut.\$37__t16                        0.81186
xxdut.\$1__t7                         0.228188
xxdut.\$1__t3                         0.228185
xxdut.\$37__t7                         0.81186
xxdut.\$9__t14                         1.79651
xxdut.\$9__t8                          1.79651
xxdut.\$37__t8                         0.81186
xxdut.\$1__t5                         0.228182
xxdut.\$1__t4                         0.228179
xxdut.\$37__t9                         0.81186
xxdut.\$9__t15                         1.79651
xxdut.\$9__t9                          1.79651
xxdut.\$37__t10                        0.81186
xxdut.\$1__t6                         0.228179
xxdut.\$1__t2                         0.228182
xxdut.\$37__t5                         0.81186
xxdut.\$9__t10                         1.79651
xxdut.\$29__t9                        0.830208
xxdut.\$37__t18                        0.81186
xxdut.vss__t9                      0.000201032
xxdut.vss__t25                     0.000203719
xxdut.\$37__t11                        0.81186
xxdut.\$29__t6                        0.830215
xxdut.\$29__t3                        0.830223
xxdut.\$37__t12                        0.81186
xxdut.vss__t28                     0.000206406
xxdut.vss__t26                     0.000209093
xxdut.\$37__t13                        0.81186
xxdut.\$29__t7                         0.83023
xxdut.\$29__t4                        0.830237
xxdut.\$37__t14                        0.81186
xxdut.vss__t29                     0.000211781
xxdut.vss__t27                     0.000214468
xxdut.\$37__t15                        0.81186
xxdut.\$29__t8                        0.830245
xxdut.\$29__t5                        0.830243
xxdut.\$37__t17                        0.81186
xxdut.vss__t30                     0.000217154
xxdut.vss__t8                      0.000219842
xxdut.\$37__t6                         0.81186
xxdut.\$29__t2                        0.830235
xxdut.\$9__t7                          1.79672
xxdut.\$9__t1                          1.79654
xxdut.vdd__t1                          2.99919
xxdut.vdd__t2                                3
xxdut.\$37__t2                         0.81225
xxdut.\$9__t6                          1.79654
xxdut.vdd__t59                         2.99919
xxdut.vdd__t56                               3
xxdut.\$11__t4                          2.7995
xxdut.\$13__t1                     8.65982e-08
xxdut.\$10__t3                         2.80275
xxdut.vdd__t4                                3
xxdut.\$14__t4                         2.79209
xxdut.\$15__t0                     8.64073e-08
xxdut.\$11__t5                         2.79779
xxdut.vdd__t5                                3
xxdut.\$16__t4                         2.75459
xxdut.\$17__t0                               3
xxdut.\$14__t5                          2.7912
xxdut.vdd__t6                                3
xxdut.\$18__t4                         2.68457
xxdut.\$19__t0                               3
xxdut.\$16__t5                         2.75459
xxdut.vdd__t7                                3
xxdut.\$20__t4                         2.54767
xxdut.\$21__t0                               3
xxdut.\$18__t5                         2.68457
xxdut.vdd__t8                                3
xxdut.\$22__t4                         2.51719
xxdut.\$23__t0                     8.51676e-08
xxdut.\$20__t5                         2.54645
xxdut.vdd__t9                                3
xxdut.\$24__t4                         1.97786
xxdut.\$25__t0                               3
xxdut.\$22__t5                         2.51605
xxdut.vdd__t10                               3
xxdut.\$26__t2                         1.93946
xxdut.\$27__t0                     8.31855e-08
xxdut.\$24__t5                         1.97736
xxdut.vdd__t11                               3
xxdut.\$13__t2                     8.67673e-08
xxdut.t0__t2                                 3
xxdut.vdd__t12                               3
xxdut.vdd__t13                               3
