====================================================================
gf180-rcosc post-layout PEX PVT run: extracted_ff_T-040C_V3p3_code0x9D
side        : extracted
run id      : 20260922T004322Z
process     : ff (fets=ff res=res_ff mimcap=mimcap_ff)
temperature : -40 C
supply      : 3.3 V
trim code   : 0x9D (157)
transient   : tran 200p 1200n, f = 20 periods / (t[rise=25] - t[rise=5])
wall clock  : 36.4 s
exit status : 0
====================================================================

Note: Compatibility modes selected: hs a


Circuit: ** sch_path: /users/rwalters/github/gf180-rcosc/.loom/worktrees/issue-50/design/pvt_tb.sch

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
xxdut.\$35__t0                        0.607247
xxdut.\$35__t1                        0.607935
xxdut.vss__t0                      0.000625732
xxdut.vsubs                           0.683084
xxdut.\$4__t0                          2.14459
xxdut.\$3__t0                          1.09892
xxdut.vss__t2                      0.000174356
xxdut.\$5__t2                          3.11213
xxdut.t0__t0                               3.3
xxdut.\$6__t1                          3.10755
xxdut.\$8__t0                      3.83721e-07
xxdut.t0__t1                               3.3
xxdut.vss__t3                      2.42027e-08
xxdut.\$6__t3                          3.10755
xxdut.t1__t0                                 0
xxdut.\$9__t1                          3.08682
xxdut.\$10__t2                             3.3
xxdut.t1__t2                                 0
xxdut.vss__t20                     1.61082e-08
xxdut.\$9__t3                          3.08682
xxdut.t2__t0                               3.3
xxdut.\$11__t1                         3.07916
xxdut.\$12__t2                     3.81027e-07
xxdut.t2__t2                               3.3
xxdut.vss__t19                     2.15083e-08
xxdut.\$11__t3                         3.07916
xxdut.t3__t0                               3.3
xxdut.\$13__t1                         3.06802
xxdut.\$14__t2                     3.79392e-07
xxdut.t3__t2                               3.3
xxdut.vss__t18                     1.98739e-08
xxdut.\$13__t3                         3.06802
xxdut.t4__t0                               3.3
xxdut.\$15__t1                         3.05294
xxdut.\$16__t2                     3.77298e-07
xxdut.t4__t2                               3.3
xxdut.vss__t17                     1.77798e-08
xxdut.\$15__t3                         3.05294
xxdut.t5__t0                                 0
xxdut.\$17__t1                         2.79403
xxdut.\$18__t2                             3.3
xxdut.t5__t2                                 0
xxdut.vss__t16                      1.0381e-08
xxdut.\$17__t3                         2.79403
xxdut.t6__t0                                 0
xxdut.\$19__t1                         2.28101
xxdut.\$20__t2                             3.3
xxdut.t6__t2                                 0
xxdut.vss__t15                     6.97012e-09
xxdut.\$19__t3                         2.28085
xxdut.t7__t0                               3.3
xxdut.\$21__t1                         2.25694
xxdut.\$22__t2                     3.60905e-07
xxdut.t7__t2                               3.3
xxdut.vss__t14                      1.3867e-09
xxdut.\$25__t0                         1.29713
xxdut.\$21__t3                         2.25651
xxdut.\$24__t0                         1.13213
xxdut.\$26__t0                         1.64972
xxdut.\$2__t1                           2.1993
xxdut.\$24__t1                         1.13222
xxdut.\$27__t2                         1.21822
xxdut.\$25__t2                         1.29877
xxdut.vss__t11                      0.00236833
xxdut.\$29__t0                             3.3
xxdut.\$3__t1                          1.09892
xxdut.\$28__t0                        0.995899
xxdut.\$30__t0                         1.21483
xxdut.\$21__t6                         2.25651
xxdut.\$28__t1                         0.99634
xxdut.\$31__t2                     3.72453e-07
xxdut.\$29__t2                             3.3
xxdut.vss__t21                     1.29351e-08
xxdut.\$21__t4                         2.25557
xxdut.clk__t0                         0.372443
xxdut.vss__t4                      0.000408237
xxdut.\$32__t2                            1.21
xxdut.\$27__t3                         1.22718
xxdut.vss__t10                      0.00387251
xxdut.\$32__t3                         1.21799
xxdut.clk__t5                         0.372443
xxdut.vss__t12                     3.66778e-05
xxdut.clk__t3                         0.372443
xxdut.\$31__t3                     3.72593e-07
xxdut.vss__t13                     1.01267e-08
xxdut.clk__t4                         0.371664
xxdut.\$32__t4                         1.21804
xxdut.vss__t22                      0.00315391
xxdut.\$4__t8                          2.14462
xxdut.\$35__t2                        0.607935
xxdut.\$1__t1                         0.151068
xxdut.\$1__t7                         0.151066
xxdut.\$35__t3                        0.607935
xxdut.\$4__t9                          2.14462
xxdut.\$4__t5                          2.14462
xxdut.\$35__t10                       0.607935
xxdut.\$1__t6                         0.151064
xxdut.\$1__t3                         0.151062
xxdut.\$35__t18                       0.607935
xxdut.\$4__t10                         2.14462
xxdut.\$4__t4                          2.14462
xxdut.\$35__t7                        0.607935
xxdut.\$1__t5                         0.151061
xxdut.\$1__t4                         0.151059
xxdut.\$35__t21                       0.607935
xxdut.\$4__t11                         2.14462
xxdut.\$4__t6                          2.14462
xxdut.\$35__t20                       0.607935
xxdut.\$1__t8                         0.151059
xxdut.\$1__t2                         0.151061
xxdut.\$35__t4                        0.607935
xxdut.\$4__t7                          2.14462
xxdut.\$24__t9                         1.13197
xxdut.\$35__t25                       0.607935
xxdut.vss__t9                      0.000119308
xxdut.vss__t29                     0.000121314
xxdut.\$35__t17                       0.607935
xxdut.\$24__t8                         1.13198
xxdut.\$24__t5                         1.13198
xxdut.\$35__t16                       0.607935
xxdut.vss__t32                     0.000123321
xxdut.vss__t28                     0.000125329
xxdut.\$35__t15                       0.607935
xxdut.\$24__t7                         1.13199
xxdut.\$24__t4                         1.13199
xxdut.\$35__t14                       0.607935
xxdut.vss__t31                     0.000127336
xxdut.vss__t27                     0.000129344
xxdut.\$35__t13                       0.607935
xxdut.\$24__t6                           1.132
xxdut.\$24__t3                           1.132
xxdut.\$35__t12                       0.607935
xxdut.vss__t30                     0.000131351
xxdut.vss__t7                      0.000133361
xxdut.\$35__t6                        0.607935
xxdut.\$24__t2                         1.13199
xxdut.\$28__t9                        0.995867
xxdut.\$35__t24                       0.607935
xxdut.vss__t8                      0.000200492
xxdut.vss__t25                     0.000202485
xxdut.\$35__t9                        0.607935
xxdut.\$28__t7                        0.995873
xxdut.\$28__t5                        0.995879
xxdut.\$35__t23                       0.607935
xxdut.vss__t35                     0.000204482
xxdut.vss__t24                     0.000206479
xxdut.\$35__t8                        0.607935
xxdut.\$28__t6                        0.995885
xxdut.\$28__t4                        0.995891
