====================================================================
gf180-rcosc post-layout PEX PVT run: extracted_ff_T+085C_V3p6_code0x9D
side        : extracted
run id      : 20260922T004322Z
process     : ff (fets=ff res=res_ff mimcap=mimcap_ff)
temperature : 85 C
supply      : 3.6 V
trim code   : 0x9D (157)
transient   : tran 200p 1200n, f = 20 periods / (t[rise=25] - t[rise=5])
wall clock  : 25.1 s
exit status : 0
====================================================================

Note: Compatibility modes selected: hs a


Circuit: ** sch_path: /users/rwalters/github/gf180-rcosc/.loom/worktrees/issue-50/design/pvt_tb.sch

Doing analysis at TEMP = 85.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
xxdut.\$35__t0                        0.806981
xxdut.\$35__t1                        0.807974
xxdut.vss__t0                      0.000904541
xxdut.vsubs                            0.39677
xxdut.\$4__t0                          2.34817
xxdut.\$3__t0                          1.19867
xxdut.vss__t2                      0.000114204
xxdut.\$5__t2                           3.3907
xxdut.t0__t0                               3.6
xxdut.\$6__t1                          3.38509
xxdut.\$8__t0                      1.31394e-06
xxdut.t0__t1                               3.6
xxdut.vss__t3                      5.71241e-08
xxdut.\$6__t3                          3.38509
xxdut.t1__t0                                 0
xxdut.\$9__t1                          3.36381
xxdut.\$10__t2                             3.6
xxdut.t1__t2                                 0
xxdut.vss__t20                     5.41651e-08
xxdut.\$9__t3                          3.36381
xxdut.t2__t0                               3.6
xxdut.\$11__t1                         3.35315
xxdut.\$12__t2                     1.30758e-06
xxdut.t2__t2                               3.6
xxdut.vss__t19                     5.07647e-08
xxdut.\$11__t3                         3.35315
xxdut.t3__t0                               3.6
xxdut.\$13__t1                         3.33707
xxdut.\$14__t2                     1.30372e-06
xxdut.t3__t2                               3.6
xxdut.vss__t18                      4.6907e-08
xxdut.\$13__t3                         3.33707
xxdut.t4__t0                               3.6
xxdut.\$15__t1                          3.3147
xxdut.\$16__t2                     1.29878e-06
xxdut.t4__t2                               3.6
xxdut.vss__t17                     4.19645e-08
xxdut.\$15__t3                          3.3147
xxdut.t5__t0                                 0
xxdut.\$17__t1                         3.02558
xxdut.\$18__t2                             3.6
xxdut.t5__t2                                 0
xxdut.vss__t16                     3.49072e-08
xxdut.\$17__t3                         3.02558
xxdut.t6__t0                                 0
xxdut.\$19__t1                         2.45069
xxdut.\$20__t2                             3.6
xxdut.t6__t2                                 0
xxdut.vss__t15                     2.34376e-08
xxdut.\$19__t3                         2.45046
xxdut.t7__t0                               3.6
xxdut.\$21__t1                         2.41782
xxdut.\$22__t2                     1.26009e-06
xxdut.t7__t2                               3.6
xxdut.vss__t14                     3.27294e-09
xxdut.\$25__t0                         1.52808
xxdut.\$21__t3                         2.41718
xxdut.\$24__t0                          1.1753
xxdut.\$26__t0                         1.58403
xxdut.\$2__t1                          2.39914
xxdut.\$24__t1                         1.17543
xxdut.\$27__t2                         1.43596
xxdut.\$25__t2                         1.53042
xxdut.vss__t11                      0.00209626
xxdut.\$29__t0                         3.59781
xxdut.\$3__t1                          1.19867
xxdut.\$28__t0                        0.678398
xxdut.\$30__t0                        0.925107
xxdut.\$21__t6                         2.41718
xxdut.\$28__t1                        0.679022
xxdut.\$31__t2                     1.28778e-06
xxdut.\$29__t2                         3.59782
xxdut.vss__t21                     3.05314e-08
xxdut.\$21__t4                           2.416
xxdut.clk__t0                         0.432235
xxdut.vss__t4                       0.00051622
xxdut.\$32__t2                         1.47726
xxdut.\$27__t3                         1.44388
xxdut.vss__t10                      0.00343257
xxdut.\$32__t3                         1.48431
xxdut.clk__t5                         0.432235
xxdut.vss__t12                     5.42222e-05
xxdut.clk__t3                         0.432235
xxdut.\$31__t3                     1.28804e-06
xxdut.vss__t13                     3.18725e-08
xxdut.clk__t4                         0.431571
xxdut.\$32__t4                         1.48439
xxdut.vss__t22                      0.00268752
xxdut.\$4__t8                          2.34818
xxdut.\$35__t2                        0.807974
xxdut.\$1__t1                         0.246732
xxdut.\$1__t7                         0.246728
xxdut.\$35__t3                        0.807974
xxdut.\$4__t9                          2.34818
xxdut.\$4__t5                          2.34819
xxdut.\$35__t10                       0.807974
xxdut.\$1__t6                         0.246725
xxdut.\$1__t3                         0.246722
xxdut.\$35__t18                       0.807974
xxdut.\$4__t10                         2.34819
xxdut.\$4__t4                          2.34819
xxdut.\$35__t7                        0.807974
xxdut.\$1__t5                         0.246719
xxdut.\$1__t4                         0.246715
xxdut.\$35__t21                       0.807974
xxdut.\$4__t11                         2.34819
xxdut.\$4__t6                          2.34819
xxdut.\$35__t20                       0.807974
xxdut.\$1__t8                         0.246715
xxdut.\$1__t2                         0.246718
xxdut.\$35__t4                        0.807974
xxdut.\$4__t7                          2.34819
xxdut.\$24__t9                         1.17507
xxdut.\$35__t25                       0.807974
xxdut.vss__t9                      0.000171096
xxdut.vss__t29                      0.00017397
xxdut.\$35__t17                       0.807974
xxdut.\$24__t8                         1.17507
xxdut.\$24__t5                         1.17508
xxdut.\$35__t16                       0.807974
xxdut.vss__t32                      0.00017685
xxdut.vss__t28                      0.00017973
xxdut.\$35__t15                       0.807974
xxdut.\$24__t7                         1.17509
xxdut.\$24__t4                          1.1751
xxdut.\$35__t14                       0.807974
xxdut.vss__t31                     0.000182609
xxdut.vss__t27                     0.000185489
xxdut.\$35__t13                       0.807974
xxdut.\$24__t6                         1.17511
xxdut.\$24__t3                         1.17511
xxdut.\$35__t12                       0.807974
xxdut.vss__t30                     0.000188368
xxdut.vss__t7                      0.000191254
xxdut.\$35__t6                        0.807974
xxdut.\$24__t2                          1.1751
xxdut.\$28__t9                        0.678353
xxdut.\$35__t24                       0.807974
xxdut.vss__t8                      0.000284625
xxdut.vss__t25                     0.000287452
xxdut.\$35__t9                        0.807974
xxdut.\$28__t7                        0.678361
xxdut.\$28__t5                        0.678369
xxdut.\$35__t23                       0.807974
xxdut.vss__t35                     0.000290289
xxdut.vss__t24                     0.000293125
xxdut.\$35__t8                        0.807974
xxdut.\$28__t6                        0.678378
xxdut.\$28__t4                        0.678386
