====================================================================
gf180-rcosc post-layout PEX PVT run: extracted_ff_T+027C_V3p0_code0x9D
side        : extracted
run id      : 20260922T004322Z
process     : ff (fets=ff res=res_ff mimcap=mimcap_ff)
temperature : 27 C
supply      : 3 V
trim code   : 0x9D (157)
transient   : tran 200p 1200n, f = 20 periods / (t[rise=25] - t[rise=5])
wall clock  : 23.6 s
exit status : 0
====================================================================

Note: Compatibility modes selected: hs a


Circuit: ** sch_path: /users/rwalters/github/gf180-rcosc/.loom/worktrees/issue-50/design/pvt_tb.sch

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
xxdut.\$35__t0                        0.704898
xxdut.\$35__t1                        0.705597
xxdut.vss__t0                      0.000636469
xxdut.vsubs                           0.477782
xxdut.\$4__t0                          1.84838
xxdut.\$3__t0                         0.998942
xxdut.vss__t2                      8.53719e-05
xxdut.\$5__t2                          2.82488
xxdut.t0__t0                                 3
xxdut.\$6__t1                          2.82022
xxdut.\$8__t0                      1.11167e-07
xxdut.t0__t1                                 3
xxdut.vss__t3                       5.2417e-09
xxdut.\$6__t3                          2.82022
xxdut.t1__t0                                 0
xxdut.\$9__t1                          2.80194
xxdut.\$10__t2                               3
xxdut.t1__t2                                 0
xxdut.vss__t20                     6.90862e-09
xxdut.\$9__t3                          2.80194
xxdut.t2__t0                                 3
xxdut.\$11__t1                         2.79331
xxdut.\$12__t2                     1.10584e-07
xxdut.t2__t2                                 3
xxdut.vss__t19                     4.65817e-09
xxdut.\$11__t3                         2.79331
xxdut.t3__t0                                 3
xxdut.\$13__t1                         2.78034
xxdut.\$14__t2                      1.1023e-07
xxdut.t3__t2                                 3
xxdut.vss__t18                     4.30419e-09
xxdut.\$13__t3                         2.78034
xxdut.t4__t0                                 3
xxdut.\$15__t1                         2.76234
xxdut.\$16__t2                     1.09776e-07
xxdut.t4__t2                                 3
xxdut.vss__t17                     3.85066e-09
xxdut.\$15__t3                         2.76234
xxdut.t5__t0                                 0
xxdut.\$17__t1                          2.5206
xxdut.\$18__t2                               3
xxdut.t5__t2                                 0
xxdut.vss__t16                     4.45232e-09
xxdut.\$17__t3                          2.5206
xxdut.t6__t0                                 0
xxdut.\$19__t1                         2.04044
xxdut.\$20__t2                               3
xxdut.t6__t2                                 0
xxdut.vss__t15                     2.98941e-09
xxdut.\$19__t3                         2.04028
xxdut.t7__t0                                 3
xxdut.\$21__t1                         2.00844
xxdut.\$22__t2                     1.06226e-07
xxdut.t7__t2                                 3
xxdut.vss__t14                     3.00325e-10
xxdut.\$25__t0                         1.22826
xxdut.\$21__t3                         2.00801
xxdut.\$24__t0                        0.936356
xxdut.\$26__t0                         1.28153
xxdut.\$2__t1                          1.99932
xxdut.\$24__t1                        0.936446
xxdut.\$27__t2                         1.15765
xxdut.\$25__t2                          1.2299
xxdut.vss__t11                      0.00151764
xxdut.\$29__t0                         2.99995
xxdut.\$3__t1                         0.998942
xxdut.\$28__t0                        0.606267
xxdut.\$30__t0                        0.790404
xxdut.\$21__t6                         2.00801
xxdut.\$28__t1                        0.606707
xxdut.\$31__t2                     1.08728e-07
xxdut.\$29__t2                         2.99995
xxdut.vss__t21                     2.80142e-09
xxdut.\$21__t4                         2.00707
xxdut.clk__t0                         0.431404
xxdut.vss__t4                      0.000411361
xxdut.\$32__t2                         1.13096
xxdut.\$27__t3                         1.16339
xxdut.vss__t10                      0.00244766
xxdut.\$32__t3                         1.13598
xxdut.clk__t5                         0.431404
xxdut.vss__t12                     4.07978e-05
xxdut.clk__t3                         0.431404
xxdut.\$31__t3                     1.08846e-07
xxdut.vss__t13                     3.87334e-09
xxdut.clk__t4                         0.430883
xxdut.\$32__t4                         1.13604
xxdut.vss__t22                      0.00210988
xxdut.\$4__t8                          1.84839
xxdut.\$35__t2                        0.705597
xxdut.\$1__t1                         0.180808
xxdut.\$1__t7                         0.180806
xxdut.\$35__t3                        0.705597
xxdut.\$4__t9                          1.84839
xxdut.\$4__t5                          1.84839
xxdut.\$35__t10                       0.705597
xxdut.\$1__t6                         0.180804
xxdut.\$1__t3                         0.180801
xxdut.\$35__t18                       0.705597
xxdut.\$4__t10                         1.84839
xxdut.\$4__t4                          1.84839
xxdut.\$35__t7                        0.705597
xxdut.\$1__t5                         0.180799
xxdut.\$1__t4                         0.180797
xxdut.\$35__t21                       0.705597
xxdut.\$4__t11                         1.84839
xxdut.\$4__t6                          1.84839
xxdut.\$35__t20                       0.705597
xxdut.\$1__t8                         0.180797
xxdut.\$1__t2                         0.180799
xxdut.\$35__t4                        0.705597
xxdut.\$4__t7                          1.84839
xxdut.\$24__t9                        0.936191
xxdut.\$35__t25                       0.705597
xxdut.vss__t9                       0.00012012
xxdut.vss__t29                     0.000122142
xxdut.\$35__t17                       0.705597
xxdut.\$24__t8                        0.936197
xxdut.\$24__t5                        0.936203
xxdut.\$35__t16                       0.705597
xxdut.vss__t32                     0.000124164
xxdut.vss__t28                     0.000126186
xxdut.\$35__t15                       0.705597
xxdut.\$24__t7                        0.936209
xxdut.\$24__t4                        0.936215
xxdut.\$35__t14                       0.705597
xxdut.vss__t31                     0.000128207
xxdut.vss__t27                     0.000130229
xxdut.\$35__t13                       0.705597
xxdut.\$24__t6                        0.936221
xxdut.\$24__t3                        0.936219
xxdut.\$35__t12                       0.705597
xxdut.vss__t30                     0.000132251
xxdut.vss__t7                      0.000134273
xxdut.\$35__t6                        0.705597
xxdut.\$24__t2                        0.936213
xxdut.\$28__t9                        0.606235
xxdut.\$35__t24                       0.705597
xxdut.vss__t8                      0.000200446
xxdut.vss__t25                     0.000202443
xxdut.\$35__t9                        0.705597
xxdut.\$28__t7                        0.606241
xxdut.\$28__t5                        0.606247
xxdut.\$35__t23                       0.705597
xxdut.vss__t35                     0.000204441
xxdut.vss__t24                     0.000206439
xxdut.\$35__t8                        0.705597
xxdut.\$28__t6                        0.606253
xxdut.\$28__t4                        0.606258
