====================================================================
gf180-rcosc post-layout PEX PVT run: extracted_ff_T+085C_V3p6_code0xD0
side        : extracted
run id      : 20260921T164434Z
process     : ff (fets=ff res=res_ff mimcap=mimcap_ff)
temperature : 85 C
supply      : 3.6 V
trim code   : 0xD0 (208)
transient   : tran 200p 1200n, f = 20 periods / (t[rise=25] - t[rise=5])
wall clock  : 24.5 s
exit status : 0
====================================================================

Note: Compatibility modes selected: hs a


Circuit: ** sch_path: /users/rwalters/github/gf180-rcosc/.loom/worktrees/issue-44/design/pvt_tb.sch

Doing analysis at TEMP = 85.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
xxdut.\$18__t0                        0.803708
xxdut.\$18__t1                        0.804656
xxdut.vss__t0                       0.00099788
xxdut.vsubs                            0.40461
xxdut.\$19__t0                         2.34841
xxdut.\$12__t0                         1.19901
xxdut.vss__t2                      0.000121051
xxdut.\$29__t0                         1.52537
xxdut.\$14__t1                         2.41867
xxdut.\$28__t0                         1.17611
xxdut.\$30__t0                         1.58282
xxdut.\$11__t1                         2.39942
xxdut.\$28__t1                         1.17624
xxdut.\$15__t0                         1.44012
xxdut.\$29__t1                         1.52772
xxdut.vss__t3                      0.000613444
xxdut.\$32__t2                         3.59766
xxdut.\$12__t1                         1.19901
xxdut.\$31__t1                        0.677881
xxdut.\$33__t0                        0.923986
xxdut.\$14__t5                         2.41867
xxdut.\$31__t0                        0.678505
xxdut.\$16__t2                     1.63867e-06
xxdut.\$32__t1                         3.59767
xxdut.vss__t10                     2.62389e-08
xxdut.\$14__t2                         2.41805
xxdut.clk__t0                         0.406483
xxdut.vss__t4                      0.000297247
xxdut.\$17__t2                         1.50116
xxdut.\$15__t3                          1.4467
xxdut.vss__t11                      0.00275528
xxdut.\$17__t3                         1.50637
xxdut.clk__t5                         0.406483
xxdut.vss__t12                     3.21725e-05
xxdut.clk__t3                         0.406483
xxdut.\$16__t3                     1.63888e-06
xxdut.vss__t13                     3.17307e-08
xxdut.clk__t4                         0.405985
xxdut.\$17__t4                         1.50641
xxdut.vss__t14                      0.00221107
xxdut.\$19__t8                         2.34842
xxdut.\$18__t2                        0.804656
xxdut.\$1__t1                         0.246623
xxdut.\$1__t6                          0.24662
xxdut.\$18__t3                        0.804656
xxdut.\$19__t9                         2.34842
xxdut.\$19__t4                         2.34842
xxdut.\$18__t7                        0.804656
xxdut.\$1__t5                         0.246617
xxdut.\$1__t3                         0.246613
xxdut.\$18__t8                        0.804656
xxdut.\$19__t10                        2.34843
xxdut.\$19__t5                         2.34843
xxdut.\$18__t9                        0.804656
xxdut.\$1__t7                          0.24661
xxdut.\$1__t4                         0.246607
xxdut.\$18__t10                       0.804656
xxdut.\$19__t11                        2.34843
xxdut.\$19__t6                         2.34843
xxdut.\$18__t11                       0.804656
xxdut.\$1__t8                         0.246607
xxdut.\$1__t2                          0.24661
xxdut.\$18__t4                        0.804656
xxdut.\$19__t7                         2.34843
xxdut.\$28__t9                         1.17588
xxdut.\$18__t25                       0.804656
xxdut.vss__t9                      8.63427e-06
xxdut.vss__t16                     4.63053e-06
xxdut.\$18__t12                       0.804656
xxdut.\$28__t6                         1.17588
xxdut.\$28__t3                         1.17589
xxdut.\$18__t13                       0.804656
xxdut.vss__t22                     7.31512e-07
xxdut.vss__t20                     3.43913e-06
xxdut.\$18__t19                       0.804656
xxdut.\$28__t7                          1.1759
xxdut.\$28__t5                         1.17591
xxdut.\$18__t22                       0.804656
xxdut.vss__t26                     7.43755e-06
xxdut.vss__t21                     1.14455e-05
xxdut.\$18__t21                       0.804656
xxdut.\$28__t8                         1.17592
xxdut.\$28__t4                         1.17592
xxdut.\$18__t20                       0.804656
xxdut.vss__t25                     1.54554e-05
xxdut.vss__t7                      1.94668e-05
xxdut.\$18__t6                        0.804656
xxdut.\$28__t2                         1.17591
xxdut.\$31__t9                        0.677835
xxdut.\$18__t24                       0.804656
xxdut.vss__t8                      0.000152915
xxdut.vss__t19                     0.000156859
xxdut.\$18__t18                       0.804656
xxdut.\$31__t8                        0.677843
xxdut.\$31__t4                        0.677852
xxdut.\$18__t17                       0.804656
xxdut.vss__t24                     0.000160809
xxdut.vss__t18                     0.000164759
xxdut.\$18__t16                       0.804656
xxdut.\$31__t7                         0.67786
xxdut.\$31__t3                        0.677869
xxdut.\$18__t15                       0.804656
xxdut.vss__t23                     0.000168708
xxdut.vss__t17                     0.000172658
xxdut.\$18__t14                       0.804656
xxdut.\$31__t6                        0.677877
xxdut.\$31__t5                        0.677875
xxdut.\$18__t23                       0.804656
xxdut.vss__t27                     0.000176607
xxdut.vss__t6                      0.000180564
xxdut.\$18__t5                        0.804656
xxdut.\$31__t2                        0.677866
xxdut.\$3__t2                          3.43652
xxdut.t0__t0                                 0
xxdut.\$2__t2                          3.44545
xxdut.\$4__t2                          3.42096
xxdut.t1__t0                                 0
xxdut.\$3__t3                          3.43652
xxdut.\$5__t2                          3.39221
xxdut.t2__t0                                 0
xxdut.\$4__t3                          3.42096
xxdut.\$6__t2                          3.33706
xxdut.t3__t0                                 0
xxdut.\$5__t3                          3.39221
xxdut.\$7__t2                          3.22911
xxdut.t4__t0                               3.6
xxdut.\$6__t3                          3.33706
xxdut.\$8__t2                          3.01556
xxdut.t5__t0                                 0
xxdut.\$7__t3                          3.22911
xxdut.\$9__t2                            2.609
xxdut.t6__t0                               3.6
xxdut.\$8__t3                          3.01553
xxdut.\$14__t4                         2.41938
xxdut.t7__t0                               3.6
xxdut.\$9__t3                          2.60852
xxdut.\$19__t1                         2.34867
xxdut.\$19__t2                         2.34844
xxdut.vdd__t1                          3.59927
xxdut.vdd__t2                              3.6
xxdut.\$18__t26                       0.805247
xxdut.\$19__t3                         2.34844
xxdut.vdd__t22                         3.59927
xxdut.vdd__t17                             3.6
xxdut.\$30__t3                         1.58607
xxdut.\$30__t1                         1.58571
xxdut.vdd__t21                         3.59951
xxdut.vdd__t16                             3.6
xxdut.\$29__t3                          1.5288
xxdut.\$30__t2                         1.58571
xxdut.vdd__t23                         3.59944
xxdut.vdd__t18                             3.6
xxdut.\$15__t1                          1.4512
xxdut.\$29__t2                         1.52772
xxdut.vdd__t4                          3.59853
xxdut.vdd__t5                              3.6
xxdut.\$33__t3                        0.930383
xxdut.\$33__t2                         0.92967
xxdut.vdd__t20                         3.59772
xxdut.vdd__t15                             3.6
xxdut.\$32__t3                         3.59768
xxdut.\$33__t1                         0.92967
xxdut.vdd__t19                         3.59999
xxdut.vdd__t14                             3.6
xxdut.\$16__t0                     1.63898e-06
xxdut.\$32__t0                         3.59767
xxdut.vdd__t13                             3.6
xxdut.vdd__t10                             3.6
xxdut.\$34__t1                         2.74057
xxdut.\$15__t2                          1.4467
xxdut.vdd__t12                          3.5963
xxdut.vdd__t9                              3.6
xxdut.\$17__t0                         1.50939
xxdut.clk__t2                         0.406483
xxdut.\$34__t0                         2.73758
xxdut.vdd__t8                              3.6
xxdut.\$35__t1                         3.32317
xxdut.\$16__t1                     1.63888e-06
xxdut.vdd__t11                         3.59722
xxdut.vdd__t7                              3.6
xxdut.clk__t1                         0.412404
xxdut.\$17__t1                         1.50641
xxdut.\$35__t0                         3.32103
xxdut.vdd__t6                              3.6
xxdut.vss__t5                                0
xxdut.\$14__t3                         2.41867
xxdut.vdd__t0                          3.59774
xxdut.x$59.11                          3.59683
xxdut.x$59.21                          2.40286
xxdut.\$11__t0                         2.40195
xxdut.\$11__t2                         2.39796
xxdut.x$60.11                          2.39705
xxdut.x$60.21                          1.20308
xxdut.\$12__t2                         1.20217
xxdut.\$12__t3                         1.19729
xxdut.x$61.11                          1.19638
xxdut.x$61.21                       0.00240429
xxdut.vss__t15                      0.00149697
xxdut.\$1__t0                         0.246182
xxdut.x$62.11                         0.245602
xxdut.x$62.21                       0.00132333
xxdut.vss__t1                      0.000743229
xxdut.vdd__t3                          3.59936
xxdut.x$63.11                          3.59869
xxdut.x$63.21                          3.44704
xxdut.\$2__t0                          3.44637
xxdut.\$2__t1                          3.44496
xxdut.x$64.11                          3.44429
xxdut.x$64.21                          3.43769
xxdut.\$3__t0                          3.43702
xxdut.\$3__t1                          3.43601
xxdut.x$65.11                          3.43534
xxdut.x$65.21                          3.42214
xxdut.\$4__t0                          3.42147
xxdut.\$4__t1                          3.42045
xxdut.x$66.11                          3.41978
xxdut.x$66.21                          3.39339
xxdut.\$5__t0                          3.39272
xxdut.\$5__t1                           3.3917
xxdut.x$67.11                          3.39103
xxdut.x$67.21                          3.33824
xxdut.\$6__t0                          3.33757
xxdut.\$6__t1                          3.33654
xxdut.x$68.11                          3.33587
xxdut.x$68.21                           3.2303
xxdut.\$7__t0                          3.22963
xxdut.\$7__t1                          3.22858
xxdut.x$69.11                          3.22791
xxdut.x$69.21                          3.01677
xxdut.\$8__t0                           3.0161
xxdut.\$8__t1                          3.01504
xxdut.x$70.11                          3.01439
xxdut.x$70.21                          2.61018
xxdut.\$9__t0                          2.60954
